chore_difficulty,zain_pts,jasmine_pts,justin_pts,chloe_pts,assigned_to
40.0,90.0,80.0,100.0,60.0,0
30.0,90.0,80.0,100.0,100.0,1
70.0,90.0,110.0,100.0,100.0,3
60.0,160.0,110.0,100.0,100.0,2
90.0,160.0,110.0,160.0,100.0,0
40.0,160.0,110.0,160.0,190.0,1
90.0,160.0,150.0,160.0,190.0,1
70.0,160.0,240.0,160.0,190.0,3
20.0,230.0,240.0,160.0,190.0,2
100.0,230.0,240.0,180.0,190.0,2
20.0,230.0,240.0,280.0,190.0,0
30.0,230.0,240.0,280.0,210.0,0
20.0,230.0,240.0,280.0,240.0,3
20.0,250.0,240.0,280.0,240.0,1
100.0,250.0,260.0,280.0,240.0,0
80.0,250.0,260.0,260.3263157894737,340.0,3
70.0,330.0,260.0,280.0,340.0,1
20.0,330.0,330.0,280.0,340.0,2
60.0,330.0,330.0,300.0,340.0,2
100.0,330.0,330.0,360.0,340.0,3
20.0,430.0,330.0,360.0,340.0,1
70.0,430.0,350.0,360.0,340.0,0
80.0,430.0,350.0,360.0,410.0,1
50.0,430.0,430.0,360.0,410.0,2
55.14473684210526,430.0,430.0,410.0,410.0,2
20.0,430.0,430.0,440.0,410.0,0
70.0,0.0,0.0,0.0,0.0,3
70.0,70.0,0.0,0.0,0.0,1
100.0,70.0,70.0,0.0,0.0,2
100.0,70.0,70.0,100.0,0.0,0
90.0,70.0,70.0,100.0,100.0,3
60.0,160.0,70.0,100.0,100.0,1
60.0,160.0,130.0,100.0,100.0,2
40.0,160.0,130.0,160.0,100.0,0
90.0,160.0,130.0,160.0,140.0,1
70.0,160.0,220.0,260.3263157894737,140.0,0
50.0,160.0,220.0,260.3263157894737,210.0,3
40.0,210.0,220.0,160.0,210.0,2
50.0,210.0,220.0,260.3263157894737,210.0,2
80.0,210.0,220.0,250.0,210.0,3
50.0,290.0,220.0,250.0,210.0,0
90.0,290.0,220.0,250.0,260.0,1
20.0,290.0,310.0,250.0,260.0,2
70.0,290.0,310.0,270.0,260.0,0
30.0,290.0,310.0,270.0,330.0,2
50.0,290.0,310.0,300.0,330.0,3
50.0,340.0,310.0,300.0,330.0,2
100.0,340.0,310.0,350.0,330.0,1
20.0,340.0,410.0,350.0,330.0,0
30.0,340.0,410.0,350.0,350.0,3
10.0,370.0,410.0,350.0,350.0,2
60.0,370.0,410.0,360.0,350.0,0
30.0,370.0,410.0,260.3263157894737,410.0,2
20.0,370.0,410.0,390.0,410.0,3
20.0,390.0,410.0,390.0,410.0,3
50.0,410.0,410.0,390.0,410.0,2
20.0,0.0,0.0,0.0,0.0,3
80.0,20.0,0.0,0.0,0.0,1
50.0,20.0,80.0,0.0,0.0,2
90.0,20.0,80.0,50.0,0.0,0
70.0,0.0,0.0,0.0,0.0,3
70.0,0.0,0.0,0.0,0.0,3
100.0,70.0,0.0,0.0,0.0,1
100.0,0.0,0.0,0.0,0.0,3
30.0,100.0,0.0,0.0,0.0,1
70.0,100.0,30.0,0.0,0.0,2
10.0,100.0,30.0,70.0,0.0,0
10.0,100.0,30.0,70.0,10.0,0
60.0,100.0,30.0,70.0,20.0,0
90.0,100.0,30.0,70.0,80.0,1
80.0,100.0,120.0,260.3263157894737,80.0,2
40.0,100.0,120.0,150.0,80.0,0
50.0,100.0,120.0,150.0,120.0,3
60.0,150.0,120.0,150.0,120.0,1
90.0,150.0,180.0,150.0,120.0,0
30.0,150.0,180.0,150.0,210.0,3
70.0,180.0,180.0,150.0,210.0,2
50.0,180.0,180.0,220.0,210.0,3
90.0,230.0,180.0,220.0,210.0,1
70.0,230.0,270.0,220.0,210.0,0
90.0,230.0,270.0,220.0,280.0,2
90.0,230.0,270.0,310.0,280.0,3
30.0,320.0,270.0,310.0,280.0,1
80.0,320.0,300.0,310.0,280.0,0
90.0,320.0,300.0,310.0,360.0,1
100.0,320.0,390.0,310.0,360.0,2
80.0,320.0,390.0,410.0,360.0,3
10.0,400.0,390.0,410.0,360.0,0
10.0,400.0,390.0,410.0,370.0,0
40.0,400.0,390.0,410.0,380.0,0
30.0,400.0,390.0,410.0,420.0,1
30.0,400.0,420.0,410.0,420.0,3
60.0,430.0,420.0,410.0,420.0,2
55.14473684210526,430.0,420.0,470.0,420.0,1
60.0,430.0,520.0,470.0,420.0,0
30.0,430.0,520.0,470.0,480.0,3
100.0,460.0,520.0,470.0,480.0,3
70.0,560.0,520.0,470.0,480.0,2
30.0,560.0,520.0,540.0,480.0,0
100.0,560.0,520.0,260.3263157894737,510.0,0
30.0,560.0,520.0,540.0,610.0,1
60.0,560.0,550.0,540.0,610.0,2
30.0,560.0,550.0,600.0,610.0,1
20.0,560.0,580.0,600.0,610.0,3
50.0,0.0,0.0,0.0,0.0,3
20.0,50.0,0.0,0.0,0.0,1
70.0,50.0,20.0,0.0,0.0,2
80.0,50.0,20.0,70.0,0.0,0
70.0,50.0,20.0,70.0,80.0,1
60.0,50.0,90.0,70.0,80.0,3
50.0,110.0,90.0,70.0,80.0,2
100.0,110.0,90.0,120.0,80.0,0
30.0,110.0,90.0,120.0,180.0,1
50.0,110.0,120.0,120.0,180.0,3
100.0,160.0,120.0,120.0,180.0,1
30.0,160.0,220.0,120.0,180.0,2
40.0,160.0,220.0,150.0,180.0,2
40.0,160.0,220.0,260.3263157894737,180.0,3
20.0,200.0,220.0,190.0,180.0,0
90.0,200.0,220.0,190.0,200.0,2
50.0,200.0,220.0,280.0,200.0,3
100.0,250.0,220.0,280.0,200.0,0
40.0,250.0,220.0,280.0,300.0,1
90.0,250.0,260.0,280.0,300.0,3
10.0,340.0,260.0,280.0,300.0,1
100.0,340.0,270.0,280.0,300.0,1
70.0,340.0,370.0,280.0,300.0,2
50.0,340.0,370.0,350.0,300.0,0
60.0,340.0,370.0,350.0,350.0,3
80.0,400.0,370.0,350.0,350.0,2
10.0,400.0,370.0,430.0,350.0,0
50.0,400.0,370.0,430.0,360.0,0
10.0,400.0,370.0,260.3263157894737,410.0,1
40.0,400.0,380.0,430.0,410.0,1
60.0,400.0,420.0,430.0,410.0,3
50.0,460.0,420.0,430.0,410.0,0
60.0,0.0,0.0,0.0,0.0,3
40.0,60.0,0.0,0.0,0.0,1
60.0,0.0,0.0,0.0,0.0,3
80.0,60.0,0.0,0.0,0.0,1
10.0,60.0,80.0,0.0,0.0,2
10.0,60.0,80.0,10.0,0.0,0
40.0,60.0,80.0,10.0,10.0,2
30.0,60.0,80.0,50.0,10.0,0
60.0,0.0,0.0,0.0,0.0,3
20.0,60.0,0.0,0.0,0.0,1
55.14473684210526,60.0,20.0,0.0,0.0,2
30.0,60.0,20.0,80.0,0.0,0
55.14473684210526,60.0,20.0,80.0,30.0,1
60.0,60.0,80.0,80.0,30.0,0
80.0,60.0,80.0,80.0,90.0,3
10.0,140.0,80.0,80.0,90.0,1
20.0,140.0,90.0,80.0,90.0,2
60.0,140.0,90.0,260.3263157894737,90.0,1
40.0,140.0,150.0,100.0,90.0,0
40.0,140.0,150.0,100.0,130.0,2
55.14473684210526,140.0,150.0,140.0,130.0,0
60.0,140.0,150.0,140.0,220.0,3
80.0,200.0,150.0,140.0,220.0,2
80.0,200.0,150.0,220.0,220.0,1
60.0,200.0,230.0,220.0,220.0,3
20.0,260.0,230.0,220.0,220.0,2
100.0,260.0,230.0,240.0,220.0,0
55.14473684210526,260.0,230.0,240.0,320.0,1
80.0,260.0,240.0,240.0,320.0,1
20.0,260.0,320.0,240.0,320.0,2
70.0,0.0,0.0,0.0,0.0,3
70.0,70.0,0.0,0.0,0.0,1
90.0,70.0,70.0,0.0,0.0,2
50.0,70.0,70.0,90.0,0.0,0
20.0,70.0,70.0,90.0,50.0,0
90.0,70.0,70.0,90.0,70.0,3
20.0,160.0,70.0,90.0,70.0,1
80.0,160.0,90.0,90.0,70.0,0
10.0,160.0,90.0,90.0,150.0,1
80.0,160.0,100.0,90.0,150.0,2
90.0,160.0,100.0,170.0,150.0,1
40.0,160.0,190.0,170.0,150.0,0
10.0,160.0,190.0,170.0,190.0,3
40.0,170.0,190.0,170.0,190.0,3
100.0,210.0,190.0,170.0,190.0,2
20.0,210.0,190.0,270.0,190.0,1
60.0,210.0,210.0,270.0,190.0,0
40.0,210.0,210.0,270.0,250.0,3
70.0,250.0,210.0,270.0,250.0,1
20.0,250.0,280.0,270.0,250.0,3
50.0,270.0,280.0,270.0,250.0,0
60.0,0.0,0.0,0.0,0.0,3
10.0,60.0,0.0,0.0,0.0,1
90.0,60.0,10.0,0.0,0.0,2
50.0,60.0,10.0,90.0,0.0,0
55.14473684210526,60.0,10.0,90.0,50.0,1
100.0,60.0,30.0,90.0,50.0,1
90.0,0.0,0.0,0.0,0.0,3
60.0,0.0,0.0,0.0,0.0,3
50.0,60.0,0.0,0.0,0.0,1
20.0,60.0,50.0,0.0,0.0,2
40.0,0.0,0.0,0.0,0.0,3
70.0,40.0,0.0,0.0,0.0,1
90.0,40.0,70.0,0.0,0.0,2
90.0,40.0,70.0,90.0,0.0,0
50.0,40.0,70.0,90.0,90.0,3
70.0,90.0,70.0,90.0,90.0,1
90.0,90.0,140.0,90.0,90.0,3
90.0,180.0,140.0,90.0,90.0,2
60.0,180.0,140.0,180.0,90.0,0
10.0,180.0,140.0,180.0,150.0,1
30.0,180.0,150.0,180.0,150.0,1
50.0,180.0,180.0,260.3263157894737,150.0,0
90.0,180.0,180.0,180.0,200.0,3
70.0,270.0,180.0,180.0,200.0,1
40.0,270.0,250.0,180.0,200.0,2
50.0,270.0,250.0,220.0,200.0,0
10.0,270.0,250.0,220.0,250.0,2
90.0,270.0,250.0,230.0,250.0,2
100.0,270.0,250.0,320.0,250.0,1
90.0,270.0,350.0,320.0,250.0,0
70.0,270.0,350.0,320.0,340.0,3
60.0,340.0,350.0,320.0,340.0,2
60.0,340.0,350.0,380.0,340.0,3
30.0,0.0,0.0,0.0,0.0,3
60.0,30.0,0.0,0.0,0.0,1
50.0,30.0,60.0,0.0,0.0,2
55.14473684210526,30.0,60.0,50.0,0.0,0
100.0,30.0,60.0,50.0,60.0,3
40.0,130.0,60.0,50.0,60.0,2
60.0,130.0,60.0,90.0,60.0,1
50.0,130.0,120.0,90.0,60.0,0
50.0,0.0,0.0,0.0,0.0,3
10.0,50.0,0.0,0.0,0.0,1
40.0,50.0,10.0,260.3263157894737,0.0,2
80.0,50.0,10.0,40.0,0.0,0
60.0,50.0,10.0,40.0,80.0,1
90.0,50.0,70.0,40.0,80.0,2
30.0,50.0,70.0,130.0,80.0,3
10.0,80.0,70.0,130.0,80.0,1
80.0,80.0,80.0,130.0,80.0,3
40.0,160.0,80.0,130.0,80.0,1
90.0,160.0,120.0,130.0,80.0,0
10.0,160.0,120.0,130.0,170.0,1
60.0,160.0,130.0,130.0,170.0,1
80.0,160.0,190.0,130.0,170.0,2
80.0,160.0,190.0,210.0,170.0,3
20.0,240.0,190.0,210.0,170.0,0
70.0,240.0,190.0,210.0,190.0,1
10.0,240.0,260.0,210.0,190.0,0
80.0,240.0,260.0,210.0,200.0,0
30.0,240.0,260.0,210.0,280.0,2
10.0,240.0,260.0,240.0,280.0,3
50.0,250.0,260.0,240.0,280.0,2
20.0,250.0,260.0,290.0,280.0,3
20.0,270.0,260.0,290.0,280.0,1
40.0,270.0,280.0,290.0,280.0,3
90.0,310.0,280.0,290.0,280.0,1
10.0,310.0,370.0,290.0,280.0,0
30.0,310.0,370.0,290.0,290.0,2
100.0,310.0,370.0,260.3263157894737,290.0,0
100.0,310.0,370.0,320.0,390.0,3
30.0,410.0,370.0,320.0,390.0,2
50.0,410.0,370.0,350.0,390.0,2
55.14473684210526,410.0,370.0,400.0,390.0,1
20.0,410.0,380.0,400.0,390.0,1
60.0,410.0,400.0,400.0,390.0,0
30.0,410.0,400.0,400.0,450.0,1
90.0,410.0,430.0,260.3263157894737,450.0,2
10.0,410.0,430.0,490.0,450.0,3
90.0,420.0,430.0,490.0,450.0,3
80.0,510.0,430.0,490.0,450.0,1
20.0,510.0,510.0,490.0,450.0,0
100.0,510.0,510.0,490.0,470.0,0
90.0,510.0,510.0,490.0,570.0,2
55.14473684210526,510.0,510.0,580.0,570.0,3
60.0,0.0,0.0,0.0,0.0,3
90.0,60.0,0.0,0.0,0.0,1
70.0,60.0,90.0,0.0,0.0,2
70.0,60.0,90.0,70.0,0.0,0
30.0,60.0,90.0,70.0,70.0,3
40.0,90.0,90.0,70.0,70.0,2
80.0,90.0,90.0,110.0,70.0,0
30.0,90.0,90.0,110.0,150.0,3
40.0,120.0,90.0,110.0,150.0,1
100.0,120.0,130.0,110.0,150.0,2
30.0,120.0,130.0,210.0,150.0,3
40.0,150.0,130.0,210.0,150.0,1
55.14473684210526,150.0,170.0,210.0,150.0,3
100.0,230.0,170.0,210.0,150.0,0
30.0,230.0,170.0,210.0,250.0,1
100.0,230.0,200.0,210.0,250.0,1
20.0,230.0,300.0,210.0,250.0,2
100.0,230.0,300.0,230.0,250.0,3
90.0,330.0,300.0,230.0,250.0,2
20.0,330.0,300.0,320.0,250.0,0
90.0,0.0,0.0,0.0,0.0,3
100.0,90.0,0.0,0.0,0.0,1
60.0,90.0,100.0,0.0,0.0,2
90.0,90.0,100.0,60.0,0.0,0
100.0,90.0,100.0,60.0,90.0,2
10.0,90.0,100.0,160.0,90.0,3
60.0,100.0,100.0,260.3263157894737,90.0,0
30.0,100.0,100.0,160.0,150.0,3
30.0,130.0,100.0,160.0,150.0,1
20.0,130.0,130.0,160.0,150.0,3
80.0,150.0,130.0,160.0,150.0,1
80.0,150.0,210.0,160.0,150.0,3
100.0,230.0,210.0,160.0,150.0,0
60.0,230.0,210.0,160.0,250.0,2
50.0,230.0,210.0,220.0,250.0,1
90.0,230.0,260.0,220.0,250.0,2
80.0,230.0,260.0,310.0,250.0,3
80.0,310.0,260.0,310.0,250.0,0
20.0,310.0,260.0,310.0,330.0,1
30.0,310.0,280.0,310.0,330.0,1
20.0,310.0,310.0,310.0,330.0,3
55.14473684210526,330.0,310.0,310.0,330.0,1
80.0,330.0,350.0,260.3263157894737,330.0,2
20.0,330.0,350.0,390.0,330.0,3
20.0,350.0,350.0,390.0,330.0,0
40.0,350.0,350.0,260.3263157894737,350.0,3
70.0,390.0,350.0,390.0,350.0,1
30.0,390.0,420.0,260.3263157894737,350.0,0
80.0,390.0,420.0,390.0,380.0,0
80.0,390.0,420.0,390.0,460.0,3
20.0,470.0,420.0,390.0,460.0,2
55.14473684210526,470.0,420.0,410.0,460.0,2
60.0,470.0,420.0,470.0,460.0,1
70.0,470.0,480.0,470.0,460.0,0
50.0,0.0,0.0,0.0,0.0,3
40.0,50.0,0.0,0.0,0.0,1
100.0,50.0,40.0,0.0,0.0,2
55.14473684210526,50.0,40.0,100.0,0.0,0
90.0,50.0,40.0,100.0,50.0,1
60.0,50.0,130.0,100.0,50.0,3
55.14473684210526,110.0,130.0,100.0,50.0,0
10.0,110.0,130.0,100.0,90.0,0
50.0,110.0,130.0,100.0,100.0,2
10.0,110.0,130.0,150.0,100.0,0
80.0,110.0,130.0,150.0,110.0,3
70.0,190.0,130.0,150.0,110.0,0
50.0,190.0,130.0,150.0,180.0,1
50.0,190.0,180.0,260.3263157894737,180.0,2
40.0,190.0,180.0,200.0,180.0,1
100.0,190.0,220.0,200.0,180.0,0
90.0,190.0,220.0,200.0,280.0,3
40.0,280.0,220.0,200.0,280.0,2
30.0,280.0,220.0,240.0,280.0,1
80.0,280.0,250.0,260.3263157894737,280.0,2
100.0,280.0,250.0,320.0,280.0,1
40.0,280.0,350.0,320.0,280.0,3
30.0,320.0,350.0,320.0,280.0,0
60.0,320.0,350.0,260.3263157894737,310.0,0
70.0,320.0,350.0,320.0,370.0,3
20.0,390.0,350.0,320.0,370.0,2
70.0,0.0,0.0,0.0,0.0,3
70.0,70.0,0.0,0.0,0.0,1
90.0,70.0,70.0,0.0,0.0,2
55.14473684210526,70.0,70.0,90.0,0.0,0
100.0,70.0,70.0,90.0,60.0,0
60.0,70.0,70.0,90.0,160.0,3
20.0,130.0,70.0,260.3263157894737,160.0,1
40.0,130.0,90.0,90.0,160.0,1
80.0,130.0,130.0,90.0,160.0,2
20.0,130.0,130.0,170.0,160.0,3
80.0,150.0,130.0,170.0,160.0,1
70.0,150.0,210.0,170.0,160.0,3
90.0,220.0,210.0,170.0,160.0,0
30.0,220.0,210.0,170.0,250.0,2
10.0,220.0,210.0,200.0,250.0,2
55.14473684210526,220.0,210.0,210.0,250.0,1
70.0,220.0,280.0,210.0,250.0,2
100.0,220.0,280.0,280.0,250.0,3
90.0,320.0,280.0,280.0,250.0,0
100.0,320.0,280.0,280.0,340.0,1
80.0,320.0,380.0,280.0,340.0,2
40.0,320.0,380.0,360.0,340.0,3
70.0,360.0,380.0,360.0,340.0,0
60.0,360.0,380.0,260.3263157894737,410.0,3
10.0,420.0,380.0,360.0,410.0,2
80.0,420.0,380.0,370.0,410.0,2
10.0,420.0,380.0,450.0,410.0,1
40.0,420.0,390.0,450.0,410.0,1
30.0,420.0,430.0,450.0,410.0,0
10.0,420.0,430.0,450.0,440.0,3
70.0,430.0,430.0,450.0,440.0,3
20.0,500.0,430.0,450.0,440.0,1
100.0,500.0,450.0,450.0,440.0,0
40.0,500.0,450.0,450.0,540.0,1
70.0,500.0,490.0,450.0,540.0,2
50.0,500.0,490.0,520.0,540.0,1
20.0,500.0,540.0,520.0,540.0,3
55.14473684210526,520.0,540.0,520.0,540.0,3
70.0,620.0,540.0,520.0,540.0,2
60.0,620.0,540.0,590.0,540.0,1
70.0,620.0,600.0,590.0,540.0,0
50.0,620.0,600.0,590.0,610.0,2
30.0,620.0,600.0,640.0,610.0,1
30.0,620.0,630.0,640.0,610.0,0
55.14473684210526,620.0,630.0,640.0,640.0,3
20.0,0.0,0.0,0.0,0.0,3
100.0,0.0,0.0,0.0,0.0,3
100.0,100.0,0.0,0.0,0.0,1
40.0,100.0,100.0,260.3263157894737,0.0,2
20.0,100.0,100.0,40.0,0.0,0
20.0,0.0,0.0,0.0,0.0,3
90.0,20.0,0.0,0.0,0.0,1
50.0,20.0,90.0,0.0,0.0,2
55.14473684210526,20.0,90.0,50.0,0.0,0
50.0,20.0,90.0,50.0,60.0,3
70.0,70.0,90.0,50.0,60.0,2
20.0,70.0,90.0,120.0,60.0,0
30.0,70.0,90.0,120.0,80.0,3
20.0,100.0,90.0,120.0,80.0,0
100.0,100.0,90.0,120.0,100.0,1
80.0,100.0,190.0,120.0,100.0,3
20.0,180.0,190.0,120.0,100.0,0
10.0,180.0,190.0,120.0,120.0,2
60.0,180.0,190.0,130.0,120.0,0
20.0,180.0,190.0,130.0,180.0,2
55.14473684210526,180.0,190.0,150.0,180.0,2
40.0,180.0,190.0,170.0,180.0,2
100.0,180.0,190.0,210.0,180.0,3
70.0,280.0,190.0,210.0,180.0,0
100.0,280.0,190.0,210.0,250.0,1
20.0,280.0,290.0,210.0,250.0,2
55.14473684210526,280.0,290.0,230.0,250.0,2
60.0,280.0,290.0,310.0,250.0,0
80.0,280.0,290.0,310.0,310.0,3
20.0,0.0,0.0,0.0,0.0,3
30.0,20.0,0.0,0.0,0.0,1
55.14473684210526,20.0,30.0,0.0,0.0,2
70.0,20.0,30.0,40.0,0.0,0
40.0,20.0,30.0,40.0,70.0,3
100.0,60.0,30.0,40.0,70.0,1
80.0,60.0,130.0,40.0,70.0,2
60.0,60.0,130.0,260.3263157894737,70.0,3
60.0,120.0,130.0,120.0,70.0,0
50.0,120.0,130.0,120.0,130.0,3
100.0,170.0,130.0,120.0,130.0,2
30.0,170.0,130.0,220.0,130.0,1
10.0,170.0,160.0,220.0,130.0,0
80.0,170.0,160.0,220.0,140.0,0
90.0,170.0,160.0,220.0,220.0,1
80.0,170.0,250.0,220.0,220.0,3
40.0,250.0,250.0,220.0,220.0,2
10.0,250.0,250.0,260.0,220.0,0
30.0,250.0,250.0,260.0,230.0,0
20.0,250.0,250.0,260.0,260.0,3
10.0,270.0,250.0,260.0,260.0,1
50.0,270.0,260.0,260.0,260.0,1
55.14473684210526,270.0,310.0,260.0,260.0,2
50.0,270.0,310.0,340.0,260.0,0
100.0,270.0,310.0,340.0,310.0,3
50.0,370.0,310.0,340.0,310.0,1
10.0,370.0,360.0,340.0,310.0,0
10.0,370.0,360.0,340.0,320.0,0
20.0,370.0,360.0,340.0,330.0,0
100.0,370.0,360.0,340.0,350.0,2
80.0,370.0,360.0,440.0,350.0,0
90.0,370.0,360.0,440.0,430.0,1
55.14473684210526,370.0,450.0,440.0,430.0,3
20.0,380.0,450.0,440.0,430.0,3
60.0,0.0,0.0,0.0,0.0,3
60.0,60.0,0.0,0.0,0.0,1
10.0,60.0,60.0,0.0,0.0,2
80.0,60.0,60.0,10.0,0.0,0
50.0,60.0,60.0,10.0,80.0,2
10.0,60.0,60.0,60.0,80.0,3
50.0,70.0,60.0,60.0,80.0,1
30.0,70.0,110.0,60.0,80.0,2
10.0,70.0,110.0,90.0,80.0,3
100.0,80.0,110.0,90.0,80.0,3
60.0,180.0,110.0,90.0,80.0,0
10.0,180.0,110.0,90.0,140.0,2
80.0,180.0,110.0,100.0,140.0,2
20.0,180.0,110.0,180.0,140.0,1
10.0,180.0,130.0,180.0,140.0,1
30.0,180.0,140.0,180.0,140.0,1
60.0,180.0,170.0,180.0,140.0,0
90.0,180.0,170.0,180.0,200.0,1
60.0,0.0,0.0,0.0,0.0,3
60.0,60.0,0.0,0.0,0.0,1
40.0,60.0,60.0,0.0,0.0,2
60.0,0.0,0.0,0.0,0.0,3
40.0,60.0,0.0,0.0,0.0,1
80.0,60.0,40.0,0.0,0.0,2
70.0,60.0,40.0,80.0,0.0,0
50.0,60.0,40.0,80.0,70.0,1
100.0,60.0,90.0,80.0,70.0,3
20.0,160.0,90.0,80.0,70.0,0
60.0,160.0,90.0,80.0,90.0,2
100.0,160.0,90.0,140.0,90.0,1
20.0,160.0,190.0,140.0,90.0,0
50.0,160.0,190.0,140.0,110.0,0
10.0,160.0,190.0,140.0,160.0,2
20.0,160.0,190.0,150.0,160.0,2
70.0,160.0,190.0,170.0,160.0,3
80.0,230.0,190.0,170.0,160.0,0
100.0,230.0,190.0,170.0,240.0,2
50.0,230.0,190.0,270.0,240.0,1
80.0,230.0,240.0,270.0,240.0,3
20.0,310.0,240.0,270.0,240.0,1
90.0,310.0,260.0,260.3263157894737,240.0,0
80.0,310.0,260.0,270.0,330.0,1
30.0,310.0,340.0,270.0,330.0,2
80.0,310.0,340.0,300.0,330.0,2
90.0,310.0,340.0,380.0,330.0,3
70.0,400.0,340.0,380.0,330.0,0
50.0,400.0,340.0,380.0,400.0,1
90.0,400.0,390.0,380.0,400.0,2
40.0,400.0,390.0,470.0,400.0,1
50.0,400.0,430.0,470.0,400.0,3
100.0,450.0,430.0,470.0,400.0,0
80.0,450.0,430.0,470.0,500.0,1
80.0,450.0,510.0,470.0,500.0,3
90.0,530.0,510.0,470.0,500.0,2
30.0,530.0,510.0,560.0,500.0,0
40.0,530.0,510.0,560.0,530.0,1
20.0,530.0,550.0,560.0,530.0,3
100.0,550.0,550.0,560.0,530.0,0
90.0,550.0,550.0,260.3263157894737,630.0,3
50.0,640.0,550.0,560.0,630.0,1
60.0,640.0,600.0,560.0,630.0,2
20.0,0.0,0.0,0.0,0.0,3
70.0,20.0,0.0,0.0,0.0,1
10.0,20.0,70.0,0.0,0.0,2
40.0,20.0,70.0,10.0,0.0,0
70.0,20.0,70.0,10.0,40.0,2
40.0,20.0,70.0,80.0,40.0,3
80.0,60.0,70.0,80.0,40.0,0
100.0,60.0,70.0,80.0,120.0,3
30.0,160.0,70.0,80.0,120.0,1
30.0,160.0,100.0,80.0,120.0,2
40.0,160.0,100.0,110.0,120.0,1
90.0,160.0,140.0,110.0,120.0,2
50.0,160.0,140.0,200.0,120.0,0
100.0,160.0,140.0,200.0,170.0,1
80.0,160.0,240.0,200.0,170.0,3
70.0,240.0,240.0,200.0,170.0,0
80.0,240.0,240.0,200.0,240.0,2
40.0,240.0,240.0,280.0,240.0,3
70.0,280.0,240.0,280.0,240.0,1
55.14473684210526,280.0,310.0,280.0,240.0,0
80.0,280.0,310.0,280.0,330.0,3
50.0,360.0,310.0,280.0,330.0,2
40.0,360.0,310.0,330.0,330.0,1
40.0,360.0,350.0,330.0,330.0,2
50.0,0.0,0.0,0.0,0.0,3
90.0,50.0,0.0,0.0,0.0,1
60.0,50.0,90.0,0.0,0.0,2
10.0,50.0,90.0,60.0,0.0,0
80.0,50.0,90.0,60.0,10.0,0
40.0,50.0,90.0,60.0,90.0,3
60.0,90.0,90.0,60.0,90.0,2
60.0,90.0,90.0,120.0,90.0,3
90.0,150.0,90.0,120.0,90.0,1
20.0,150.0,180.0,120.0,90.0,0
90.0,150.0,180.0,120.0,110.0,0
20.0,150.0,180.0,120.0,200.0,2
50.0,150.0,180.0,140.0,200.0,2
60.0,150.0,180.0,190.0,200.0,3
10.0,210.0,180.0,190.0,200.0,1
80.0,210.0,190.0,190.0,200.0,1
90.0,210.0,270.0,260.3263157894737,200.0,2
50.0,210.0,270.0,280.0,200.0,0
100.0,210.0,270.0,280.0,250.0,3
40.0,310.0,270.0,280.0,250.0,0
60.0,310.0,270.0,280.0,290.0,1
100.0,0.0,0.0,0.0,0.0,3
80.0,100.0,0.0,0.0,0.0,1
50.0,100.0,80.0,0.0,0.0,2
10.0,100.0,80.0,50.0,0.0,0
40.0,100.0,80.0,50.0,10.0,0
70.0,100.0,80.0,50.0,50.0,2
20.0,100.0,80.0,120.0,50.0,0
30.0,100.0,80.0,120.0,70.0,0
80.0,0.0,0.0,0.0,0.0,3
100.0,80.0,0.0,0.0,0.0,1
20.0,80.0,100.0,0.0,0.0,2
80.0,80.0,100.0,20.0,0.0,0
20.0,0.0,0.0,0.0,0.0,3
100.0,20.0,0.0,0.0,0.0,1
70.0,20.0,100.0,0.0,0.0,2
80.0,20.0,100.0,70.0,0.0,0
80.0,20.0,100.0,70.0,80.0,3
30.0,100.0,100.0,70.0,80.0,2
10.0,100.0,100.0,100.0,80.0,0
55.14473684210526,100.0,100.0,100.0,90.0,0
50.0,100.0,100.0,100.0,130.0,3
100.0,150.0,100.0,100.0,130.0,1
90.0,150.0,200.0,100.0,130.0,2
20.0,150.0,200.0,190.0,130.0,0
50.0,150.0,200.0,190.0,150.0,3
30.0,200.0,200.0,190.0,150.0,0
50.0,200.0,200.0,190.0,180.0,0
30.0,200.0,200.0,190.0,230.0,2
70.0,200.0,200.0,220.0,230.0,3
10.0,270.0,200.0,220.0,230.0,1
100.0,270.0,210.0,220.0,230.0,1
10.0,270.0,310.0,220.0,230.0,2
50.0,270.0,310.0,230.0,230.0,2
70.0,270.0,310.0,280.0,230.0,0
20.0,270.0,310.0,280.0,300.0,3
90.0,290.0,310.0,280.0,300.0,2
30.0,290.0,310.0,370.0,300.0,3
40.0,320.0,310.0,370.0,300.0,0
20.0,320.0,310.0,370.0,340.0,1
80.0,320.0,330.0,370.0,340.0,3
20.0,0.0,0.0,0.0,0.0,3
60.0,20.0,0.0,0.0,0.0,1
30.0,20.0,60.0,0.0,0.0,2
70.0,20.0,60.0,30.0,0.0,0
30.0,20.0,60.0,30.0,70.0,3
10.0,50.0,60.0,30.0,70.0,2
90.0,50.0,60.0,40.0,70.0,2
80.0,50.0,60.0,130.0,70.0,3
70.0,130.0,60.0,130.0,70.0,1
55.14473684210526,130.0,130.0,130.0,70.0,0
80.0,130.0,130.0,130.0,130.0,3
20.0,210.0,130.0,130.0,130.0,1
30.0,210.0,150.0,130.0,130.0,2
50.0,210.0,150.0,160.0,130.0,0
60.0,210.0,150.0,160.0,180.0,1
80.0,210.0,210.0,160.0,180.0,2
70.0,210.0,210.0,240.0,180.0,0
90.0,210.0,210.0,240.0,250.0,3
